read_id	protein_id	family	evalue	bitscore	pident	aln_len	taxid	genus	species	source_db
SRR23872596.1132479	A0A6I6GFT3	AlkB	2.64e-29	104.0	86.8	53		Phnomibacter	Phnomibacter ginsenosidimutans	UniProt
SRR23872596.1134343	A0AAN5C2R9	Cutinase_like	8.12e-14	62.4	53.8	52		Aspergillus	Aspergillus oryzae (Yellow koji mold)	UniProt
SRR23872596.1135875	A0AAN5C2R9	Cutinase_like	2.39e-09	49.7	49.0	51		Aspergillus	Aspergillus oryzae (Yellow koji mold)	UniProt
SRR23872596.1136097	A0A3C1KG14	AlkB	8.22e-09	48.1	52.0	50		Microbacterium	Microbacterium ginsengisoli	UniProt
SRR23872596.1136537	A0A8H5N5T4	Cutinase_like	6.39e-09	48.5	33.3	51		Fusarium	Fusarium mexicanum	UniProt
SRR23872596.1137179	A0AAN5C2R9	Cutinase_like	1.04e-10	53.5	53.8	52		Aspergillus	Aspergillus oryzae (Yellow koji mold)	UniProt
SRR23872596.1138492	A0A9W6J5G5	AlkB	4.12e-18	74.3	71.2	52		Hansschlegelia	Hansschlegelia plantiphila	UniProt
SRR23872596.1140584	A0A922NQS1	Cutinase_like	1.08e-07	45.1	41.5	53		Pyrenophora	Pyrenophora tritici-repentis	UniProt
SRR23872596.1142491	A0A917LXC9	AlkB	1.74e-16	68.6	59.6	52		Kocuria	Kocuria dechangensis	UniProt
SRR23872596.1143032	A0ABQ5TAM8	AlkB	1.06e-14	64.7	56.9	51		Brevundimonas	Brevundimonas intermedia	UniProt
SRR23872596.1146530	G1C7H9	AlkB	7.23e-17	70.9	68.6	51		Alcanivorax	Alcanivorax hongdengensis	UniProt
SRR23872596.1150540	A0A0P8X0D6	Cutinase_like	5e-14	62.8	48.1	52		Pseudomonas	Pseudomonas fluorescens	UniProt
SRR23872596.1151093	A0A508SWH9	MHETase_like	1.29e-12	58.9	51.0	51		Bradyrhizobium	Bradyrhizobium ivorense	UniProt
SRR23872596.1152726	A0ABU8W9X7	AlkB	8.81e-19	74.3	66.0	50		Variovorax	Variovorax humicola	UniProt
SRR23872596.1156220	A0A0G4LDC1	Cutinase_like	2.77e-10	52.4	43.4	53		Verticillium	Verticillium longisporum (Verticillium dahliae var. longisporum)	UniProt
SRR23872596.1156735	G1C7H9	AlkB	7.100000000000001e-22	84.7	78.4	51		Alcanivorax	Alcanivorax hongdengensis	UniProt
SRR23872596.1157683	A0A3M0I8F1	AlkB	3.1200000000000004e-21	82.8	78.4	51		Streptomyces	Streptomyces shenzhenensis	UniProt
SRR23872596.1160602	A0A1V2ICM1	AlkB	2.46e-12	58.2	56.0	50		Pseudofrankia	Pseudofrankia asymbiotica	UniProt
SRR23872596.1167519	A0A922NQS1	Cutinase_like	3.29e-06	40.8	37.3	51		Pyrenophora	Pyrenophora tritici-repentis	UniProt
SRR23872596.1167945	A0ABN9IQH8	MHETase_like	4.6699999999999993e-23	88.6	75.0	52		Ralstonia	Ralstonia psammae	UniProt
SRR23872596.1169366	A0AAN5C2R9	Cutinase_like	3.41e-15	66.2	56.9	51		Aspergillus	Aspergillus oryzae (Yellow koji mold)	UniProt
SRR23872596.1170228	A0A316YF96	Cutinase_like	1.27e-09	50.4	50.0	54		Acaromyces	Acaromyces ingoldii	UniProt
SRR23872596.1172886	A0ABR8MEM1	Cutinase_like	2.14e-08	47.0	45.1	51		Nocardioides	Nocardioides hwasunensis	UniProt
SRR23872596.1174345	A0A0F8AVQ6	AlkB	1.53e-08	47.4	48.1	52		Halorubrum	Halorubrum saccharovorum	UniProt
SRR23872596.1175390	A0AAN5C2R9	Cutinase_like	2.17e-11	55.5	43.1	51		Aspergillus	Aspergillus oryzae (Yellow koji mold)	UniProt
SRR23872596.1176006	A0A9W6N1A9	AlkB	3.57e-07	43.5	36.5	52		Ancylobacter	Ancylobacter dichloromethanicus	UniProt
SRR23872596.1181466	A0A9W6J5G5	AlkB	2.35e-09	49.7	49.0	51		Hansschlegelia	Hansschlegelia plantiphila	UniProt
SRR23872596.1182048	A0A0W0GAT5	Cutinase_like	2.49e-15	66.6	60.0	50		Moniliophthora	Moniliophthora roreri (Frosty pod rot fungus) (Monilia roreri)	UniProt
SRR23872596.1184489	A0A2S4JU78	Cutinase_like	3.24e-09	49.3	48.1	52		Alkalispirochaeta	Alkalispirochaeta sphaeroplastigenens	UniProt
SRR23872596.1185810	A0A0G4NCV0	Cutinase_like	3.63e-10	52.0	52.0	50		Verticillium	Verticillium longisporum (Verticillium dahliae var. longisporum)	UniProt
SRR23872596.1189424	A9CMS7	AlkB	2.41e-26	97.4	88.2	51		Gordonia	Gordonia sp. TF6	UniProt
SRR23872596.1190367	A0A356W3E4	AlkB	4.84e-26	93.2	84.6	52		Hyphomonas	Hyphomonas atlantica	UniProt
SRR23872596.1190652	G1C7H9	AlkB	6.05e-15	65.5	61.5	52		Alcanivorax	Alcanivorax hongdengensis	UniProt
SRR23872596.1192096	W9GRK8	AlkB	8.850000000000001e-27	97.4	90.2	51		Intrasporangium	Intrasporangium chromatireducens Q5-1	UniProt
SRR23872596.1194550	A0A0F8AVQ6	AlkB	4.4e-06	40.4	41.2	51		Halorubrum	Halorubrum saccharovorum	UniProt
SRR23872596.1195422	A0A512NG10	AlkB	1.43e-28	103.0	96.2	52		Reyranella	Reyranella soli	UniProt
SRR23872596.1197213	A0AAN1XXS4	AlkB	3.11e-16	68.9	66.7	51		Vulcanimicrobium	Vulcanimicrobium alpinum	UniProt
SRR23872596.1199705	A0A0T6LQN8	AlkB	2.89e-21	82.8	76.5	51		Wenjunlia	Wenjunlia vitaminophila (Streptomyces vitaminophilus)	UniProt
SRR23872596.1199731	A0A512NG10	AlkB	1.43e-28	103.0	96.2	52		Reyranella	Reyranella soli	UniProt
SRR23872596.1201587	A0A316YF96	Cutinase_like	2.63e-07	43.9	48.1	52		Acaromyces	Acaromyces ingoldii	UniProt
SRR23872596.1203541	A0A316YF96	Cutinase_like	1.89e-18	75.5	68.0	50		Acaromyces	Acaromyces ingoldii	UniProt
SRR23872596.1204562	A0A4D7JBR2	AlkB	3.95e-11	54.7	52.0	50		Mangrovivirga	Mangrovivirga cuniculi	UniProt
SRR23872596.1205755	A0A8H5WTA5	Cutinase_like	9.73e-10	50.8	46.2	52		Fusarium	Fusarium denticulatum	UniProt
SRR23872596.1205899	A0A381PUK4	Cutinase_like	1.02e-10	53.5	51.0	51		marine	marine metagenome	UniProt
SRR23872596.1206812	A0ABQ1HDS1	AlkB	2.45e-16	69.3	61.5	52		Arenimonas	Arenimonas soli	UniProt
SRR23872596.1218837	A0A0H4LHB2	AlkB	1.07e-21	79.0	71.2	52		Pseudomonas	Pseudomonas putida (Arthrobacter siderocapsulatus)	UniProt
SRR23872596.1223428	A0A9W6N1A9	AlkB	3.58e-10	52.0	47.1	51		Ancylobacter	Ancylobacter dichloromethanicus	UniProt
SRR23872596.1224928	A0A8I0ZK95	Cutinase_like	1.27e-06	42.0	44.4	54		Rhodococcus	Rhodococcus erythropolis (Arthrobacter picolinophilus)	UniProt
SRR23872596.1224931	A0A9W6N1A9	AlkB	3.58e-10	52.0	47.1	51		Ancylobacter	Ancylobacter dichloromethanicus	UniProt
SRR23872596.1225629	A0A9W6N1A9	AlkB	4.58e-28	101.0	88.5	52		Ancylobacter	Ancylobacter dichloromethanicus	UniProt
SRR23872596.1233086	A0ABQ1SA56	AlkB	2.1e-16	69.3	65.4	52		Tsuneonella	Tsuneonella deserti	UniProt
SRR23872596.1233190	A0ABW3HCW7	AlkB	3.26e-06	40.8	40.0	50		Paraperlucidibaca	Paraperlucidibaca wandonensis	UniProt
SRR23872596.1235326	A0AAN5C2R9	Cutinase_like	3.1e-11	55.1	48.1	52		Aspergillus	Aspergillus oryzae (Yellow koji mold)	UniProt
SRR23872596.1236130	A0A1S9RVN2	Cutinase_like	1.06e-13	62.0	61.5	52		Penicillium	Penicillium brasilianum	UniProt
SRR23872596.1240945	A0A917Q8D6	AlkB	4.03e-19	77.0	72.0	50		Salinarimonas	Salinarimonas ramus	UniProt
SRR23872596.1245258	A0A5M8NZN6	MHETase_like	3.96e-16	68.9	62.7	51		Candidatus	Candidatus Ordinivivax streblomastigis	UniProt
SRR23872596.1245807	A0A2T4GVR6	Cutinase_like	3.07e-08	46.6	36.5	52		Fusarium	Fusarium culmorum	UniProt
SRR23872596.1248822	A0A316YF96	Cutinase_like	2.58e-18	75.1	74.0	50		Acaromyces	Acaromyces ingoldii	UniProt
SRR23872596.1251666	A0ABM8TU52	MHETase_like	8.67e-15	65.1	59.6	52		Cupriavidus	Cupriavidus numazuensis	UniProt
SRR23872596.1254827	A0A5Q2FFQ5	Cutinase_like	2.17e-11	55.5	64.0	50		Raineyella	Raineyella fluvialis	UniProt
SRR23872596.1256734	A0ABW3HCW7	AlkB	1.21e-11	56.2	57.7	52		Paraperlucidibaca	Paraperlucidibaca wandonensis	UniProt
SRR23872596.1258989	A0A679JIX2	MHETase_like	7.21e-13	59.7	50.0	52		Variovorax	Variovorax paradoxus	UniProt
SRR23872596.1261196	A0ABQ4SDE2	MHETase_like	4.64e-15	65.9	52.4	63		Methylobacterium	Methylobacterium isbiliense	UniProt
SRR23872596.1264010	A0A679JSQ1	MHETase_like	1.01e-18	76.3	69.2	52		Variovorax	Variovorax paradoxus	UniProt
SRR23872596.1265077	A0A316YF96	Cutinase_like	1.3099999999999999e-23	90.1	78.8	52		Acaromyces	Acaromyces ingoldii	UniProt
SRR23872596.1270014	K2RTV3	Cutinase_like	2.06e-13	61.2	57.7	52		Macrophomina	Macrophomina phaseolina (strain MS6) (Charcoal rot fungus)	UniProt
SRR23872596.1273304	D3B1Q5	Cutinase_like	1.68e-10	52.8	50.0	52		Heterostelium	Heterostelium pallidum (strain ATCC 26659 / Pp 5 / PN500) (Cellular slime mold) (Polysphondylium pallidum)	UniProt
SRR23872596.1273961	A0ABM8C2J5	AlkB	2.25e-12	58.2	57.7	52		Massilia	Massilia varians	UniProt
SRR23872596.1274232	A0A0D1YDG7	Cutinase_like	3.24e-09	49.3	45.1	51		Verruconis	Verruconis gallopava	UniProt
SRR23872596.1277304	A0AAP8QDB7	AlkB	1.47e-14	64.3	56.0	50		Brevibacillus	Brevibacillus laterosporus (Bacillus laterosporus)	UniProt
SRR23872596.1278405	A0A640VSU8	Cutinase_like	5.3e-24	90.9	77.4	53		Roseobacter	Roseobacter cerasinus	UniProt
SRR23872596.1278560	Q5F4D8	AlkB	1.4e-07	44.7	44.0	50		Sphingopyxis	Sphingopyxis macrogoltabida (Sphingomonas macrogoltabidus)	UniProt
SRR23872596.1278918	A0AAV3V0A3	Cutinase_like	2.69e-13	60.8	52.9	51		Paraglaciecola	Paraglaciecola chathamensis S18K6	UniProt
SRR23872596.1282059	A0AAN5C2R9	Cutinase_like	7.77e-14	62.4	55.8	52		Aspergillus	Aspergillus oryzae (Yellow koji mold)	UniProt
SRR23872596.1282606	Q5F4D8	AlkB	7.84e-11	53.9	51.9	54		Sphingopyxis	Sphingopyxis macrogoltabida (Sphingomonas macrogoltabidus)	UniProt
SRR23872596.1283492	A0ABR5Y9W7	AlkB	1.59e-17	72.4	65.4	52		Sphingomonas	Sphingomonas hankookensis	UniProt
SRR23872596.1283889	A0A922NQS1	Cutinase_like	1.15e-08	47.8	39.2	51		Pyrenophora	Pyrenophora tritici-repentis	UniProt
SRR23872596.1286530	J4UWC3	Cutinase_like	5.45e-08	45.8	43.4	53		Beauveria	Beauveria bassiana (strain ARSEF 2860) (White muscardine disease fungus) (Tritirachium shiotae)	UniProt
SRR23872596.1290288	A0A6S7BQ61	MHETase_like	5.52e-11	54.3	44.2	52		Paraburkholderia	Paraburkholderia ultramafica	UniProt
SRR23872596.1292123	A0AAN5C2R9	Cutinase_like	2.4e-06	41.2	43.1	51		Aspergillus	Aspergillus oryzae (Yellow koji mold)	UniProt
SRR23872596.1295012	A0A2W5SDN9	AlkB	6.75e-17	70.9	65.4	52		Cereibacter	Cereibacter sphaeroides (Rhodobacter sphaeroides)	UniProt
SRR23872596.1296390	A0AAN5C2R9	Cutinase_like	8.04e-17	70.9	58.8	51		Aspergillus	Aspergillus oryzae (Yellow koji mold)	UniProt
SRR23872596.1297258	A0ABM6H719	AlkB	3.57e-07	43.5	42.0	50		Streptomyces	Streptomyces autolyticus	UniProt
SRR23872596.1298267	A0A7W7QPZ7	PETase_like	8.44e-21	81.6	78.8	52		Streptosporangium	Streptosporangium saharense	UniProt
SRR23872596.1298955	A0A2S0WMZ0	AlkB	4.54e-30	105.0	100.0	52		Aeromicrobium	Aeromicrobium chenweiae	UniProt
SRR23872596.1299437	A0A916SGU4	AlkB	3.6499999999999998e-25	90.9	78.8	52		Polaromonas	Polaromonas eurypsychrophila	UniProt
SRR23872596.1300253	A0A0F8AVQ6	AlkB	1.23e-09	50.4	44.2	52		Halorubrum	Halorubrum saccharovorum	UniProt
SRR23872596.1304665	A0A1S9RVN2	Cutinase_like	2.96e-11	55.1	56.4	55		Penicillium	Penicillium brasilianum	UniProt
SRR23872596.1305280	A0A922NQS1	Cutinase_like	1.15e-08	47.8	45.1	51		Pyrenophora	Pyrenophora tritici-repentis	UniProt
SRR23872596.1306555	A0A164J077	AlkB	9.75e-13	59.3	52.9	51		Nocardia	Nocardia terpenica	UniProt
SRR23872596.1306823	A0ABM6H719	AlkB	9.13e-13	59.3	51.0	51		Streptomyces	Streptomyces autolyticus	UniProt
SRR23872596.1312049	A0A101N0H2	AlkB	1.34e-23	89.0	78.4	51		Streptomyces	Streptomyces pseudovenezuelae	UniProt
SRR23872596.1312868	A0ABW3HCW7	AlkB	2.7e-13	60.8	60.8	51		Paraperlucidibaca	Paraperlucidibaca wandonensis	UniProt
SRR23872596.1314859	A0A6V7C0V6	MHETase_like	1.63e-22	87.0	73.1	52		Xanthomonas	Xanthomonas hortorum pv. pelargonii	UniProt
SRR23872596.1317002	A0A0A2VAB0	Cutinase_like	9.35e-07	42.4	44.6	65		Beauveria	Beauveria bassiana D1-5	UniProt
SRR23872596.1318295	A0A9P5AHW0	Cutinase_like	6.45e-06	40.0	37.0	54		Fusarium	Fusarium beomiforme	UniProt
SRR23872596.1318811	A0A1Y3PDX4	AlkB	7.42e-08	45.4	36.5	52		Bacillus	Bacillus thermozeamaize	UniProt
SRR23872596.1318947	A0A9P5AHW0	Cutinase_like	4.53e-12	57.4	45.1	51		Fusarium	Fusarium beomiforme	UniProt
SRR23872596.1320291	G1C7H9	AlkB	2.92e-14	63.5	59.6	52		Alcanivorax	Alcanivorax hongdengensis	UniProt
SRR23872596.1322938	A0AAN5C2R9	Cutinase_like	6.12e-09	48.5	46.0	50		Aspergillus	Aspergillus oryzae (Yellow koji mold)	UniProt
SRR23872596.1323273	A0A2P9ABF3	AlkB	5.89e-25	90.1	69.8	53		Mesorhizobium	Mesorhizobium delmotii	UniProt
SRR23872596.1326653	A0A922NQS1	Cutinase_like	1.7e-14	64.3	61.8	55		Pyrenophora	Pyrenophora tritici-repentis	UniProt
SRR23872596.1329441	A0AAN5C2R9	Cutinase_like	2.39e-09	49.7	44.0	50		Aspergillus	Aspergillus oryzae (Yellow koji mold)	UniProt
SRR23872596.1330331	A0AAN5C2R9	Cutinase_like	1.94e-07	44.3	40.4	52		Aspergillus	Aspergillus oryzae (Yellow koji mold)	UniProt
SRR23872596.1330605	A0A494WC74	AlkB	6.94e-13	59.7	47.1	51		Sphingobium	Sphingobium amiense	UniProt
SRR23872596.1330682	G1C7R7	AlkB	5.92e-20	75.1	63.5	52		Alcanivorax	Alcanivorax hongdengensis	UniProt
SRR23872596.1330702	A0AAN5C2R9	Cutinase_like	2.39e-09	49.7	44.0	50		Aspergillus	Aspergillus oryzae (Yellow koji mold)	UniProt
SRR23872596.1331674	A0AAN5C2R9	Cutinase_like	1.94e-07	44.3	40.4	52		Aspergillus	Aspergillus oryzae (Yellow koji mold)	UniProt
SRR23872596.1331901	A0A975NAZ0	AlkB	3.47e-29	101.0	84.9	53		Bradyrhizobium	Bradyrhizobium sediminis	UniProt
SRR23872596.1334520	A0A1E7LQY9	AlkB	6.69e-07	42.7	44.2	52		Streptomyces	Streptomyces nanshensis	UniProt
SRR23872596.1334920	A0A6F8YCI5	AlkB	4.42e-06	40.4	35.3	51		Phytohabitans	Phytohabitans suffuscus	UniProt
SRR23872596.1335039	A0A1H9BD79	AlkB	2.6e-23	88.6	73.6	53		Solimonas	Solimonas aquatica	UniProt
SRR23872596.1336274	A0AAN5C2R9	Cutinase_like	1.57e-08	47.4	44.0	50		Aspergillus	Aspergillus oryzae (Yellow koji mold)	UniProt
SRR23872596.1342061	A0A8H5WTA5	Cutinase_like	6.15e-06	40.0	39.6	53		Fusarium	Fusarium denticulatum	UniProt
SRR23872596.1345697	A0A5C4RWB1	AlkB	2.35e-09	49.7	51.9	52		Arenimonas	Arenimonas terrae	UniProt
SRR23872596.1347457	A0A3Q9UUP3	AlkB	1.79e-24	91.3	79.2	53		Rathayibacter	Rathayibacter festucae DSM 15932	UniProt
SRR23872596.1348683	A0A922NQS1	Cutinase_like	6.17e-06	40.0	37.3	51		Pyrenophora	Pyrenophora tritici-repentis	UniProt
SRR23872596.1354148	A0A0J6T9Q7	AlkB	6.46e-26	95.1	90.0	50		Methylobacterium	Methylobacterium tarhaniae	UniProt
SRR23872596.1354359	A0A679JIX2	MHETase_like	1.76e-12	58.5	49.0	51		Variovorax	Variovorax paradoxus	UniProt
SRR23872596.1356061	A0A917Q8D6	AlkB	8.56e-22	84.3	80.4	51		Salinarimonas	Salinarimonas ramus	UniProt
SRR23872596.1363626	A0ABS5FD05	AlkB	6.63e-29	100.0	90.4	52		Bradyrhizobium	Bradyrhizobium jicamae	UniProt
SRR23872596.1363801	A0A554WIU4	MHETase_like	1.19e-22	87.4	75.0	52		Tepidimonas	Tepidimonas aquatica	UniProt
SRR23872596.1368336	A0A382XFA1	Cutinase_like	2.01e-08	47.0	46.0	50		marine	marine metagenome	UniProt
SRR23872596.1368544	A0A0T6LQN8	AlkB	7.2e-18	73.6	58.5	53		Wenjunlia	Wenjunlia vitaminophila (Streptomyces vitaminophilus)	UniProt
SRR23872596.1373237	A0ABM6H719	AlkB	3.55e-13	60.5	53.8	52		Streptomyces	Streptomyces autolyticus	UniProt
SRR23872596.1377307	A0A7V8V8A4	Cutinase_like	7.73e-08	45.4	41.5	53		Bremerella	Bremerella alba	UniProt
SRR23872596.1377437	A0ABS1D097	AlkB	9.18e-07	42.4	34.0	50		Paracraurococcus	Paracraurococcus ruber	UniProt
SRR23872596.1382015	A0A9P5AHW0	Cutinase_like	1.16e-11	56.2	47.2	53		Fusarium	Fusarium beomiforme	UniProt
SRR23872596.1384513	A0ABY6BN00	AlkB	1.5e-14	64.3	53.8	52		Tahibacter	Tahibacter amnicola	UniProt
SRR23872596.1385654	A0A1X0BAF1	AlkB	5.55e-14	62.8	56.6	53		Mycobacterium	Mycobacterium aquaticum	UniProt
SRR23872596.1387059	A0ABQ1THA2	AlkB	3.4299999999999996e-23	87.8	80.8	52		Flavobacterium	Flavobacterium limi	UniProt
SRR23872596.1387799	A0A1X0BAF1	AlkB	5.55e-14	62.8	56.6	53		Mycobacterium	Mycobacterium aquaticum	UniProt
SRR23872596.1395165	A0A0B4DEX3	AlkB	1.28e-20	80.9	73.1	52		Pseudarthrobacter	Pseudarthrobacter phenanthrenivorans (Arthrobacter phenanthrenivorans)	UniProt
SRR23872596.1395582	D1MBV2	AlkB	1.61e-23	85.1	76.9	52		Gordonia	Gordonia sputi	UniProt
SRR23872596.1398247	A0A6F8YCI5	AlkB	4.42e-06	40.4	34.5	55		Phytohabitans	Phytohabitans suffuscus	UniProt
SRR23872596.1400931	A0A1X0BAF1	AlkB	2.61e-07	43.9	44.0	50		Mycobacterium	Mycobacterium aquaticum	UniProt
SRR23872596.1402878	Q5F4D8	AlkB	3.76e-10	52.0	48.1	52		Sphingopyxis	Sphingopyxis macrogoltabida (Sphingomonas macrogoltabidus)	UniProt
SRR23872596.1407428	A9CMS7	AlkB	2.09e-19	78.2	54.7	53		Gordonia	Gordonia sp. TF6	UniProt
SRR23872596.1411025	G1C7H9	AlkB	4.31e-18	74.3	68.0	50		Alcanivorax	Alcanivorax hongdengensis	UniProt
SRR23872596.1411051	A0AAN5C2R9	Cutinase_like	1.16e-11	56.2	51.9	52		Aspergillus	Aspergillus oryzae (Yellow koji mold)	UniProt
SRR23872596.1411069	A0A1E3LRC3	AlkB	6.27e-15	65.5	53.8	52		Sphingomonas	Sphingomonas turrisvirgatae	UniProt
SRR23872596.1413123	A0AAN5C2R9	Cutinase_like	3.41e-15	66.2	61.5	52		Aspergillus	Aspergillus oryzae (Yellow koji mold)	UniProt
SRR23872596.1413727	A0ABQ3C797	AlkB	1.97e-16	67.8	62.7	51		Cognatilysobacter	Cognatilysobacter xinjiangensis	UniProt
SRR23872596.1429026	A0A5B1L5F9	Cutinase_like	2.21e-08	47.0	54.0	50		Nocardioides	Nocardioides humilatus	UniProt
SRR23872596.1429202	A0AAN5C2R9	Cutinase_like	4.25e-11	54.7	43.4	53		Aspergillus	Aspergillus oryzae (Yellow koji mold)	UniProt
SRR23872596.1429424	A0AAN5C2R9	Cutinase_like	1.2e-08	47.8	42.0	50		Aspergillus	Aspergillus oryzae (Yellow koji mold)	UniProt
SRR23872596.1431053	A0AAN5C2R9	Cutinase_like	1.1e-16	70.5	61.5	52		Aspergillus	Aspergillus oryzae (Yellow koji mold)	UniProt
SRR23872596.1432615	A0AB38RQE0	Cutinase_like	2.26e-11	55.5	52.9	51		Rhodococcus	Rhodococcus qingshengii JCM 15477	UniProt
SRR23872596.1434957	A0A418WFY8	AlkB	1.35e-16	68.6	68.6	51		Oleomonas	Oleomonas cavernae	UniProt
SRR23872596.1435963	A0ABQ2I351	AlkB	1.14e-28	102.0	88.7	53		Dyadobacter	Dyadobacter beijingensis	UniProt
SRR23872596.1438803	A0A7K1U9Q2	Cutinase_like	2.7e-13	60.1	46.2	52		Chitinophaga	Chitinophaga tropicalis	UniProt
SRR23872596.1446286	A0A101S1Y2	AlkB	1.7500000000000002e-26	96.7	90.4	52		Streptomyces	Streptomyces griseorubiginosus	UniProt
SRR23872596.1450539	M5EVX8	AlkB	4.47e-21	80.1	64.7	51		Mesorhizobium	Mesorhizobium metallidurans STM 2683	UniProt
SRR23872596.1450604	A0AAN5C2R9	Cutinase_like	1.83e-15	67.0	52.9	51		Aspergillus	Aspergillus oryzae (Yellow koji mold)	UniProt
SRR23872596.1451028	A0A2N5HIM5	AlkB	4.07e-28	100.0	86.5	52		Neobacillus	Neobacillus cucumis	UniProt
SRR23872596.1451190	A0AAN5C2R9	Cutinase_like	9.75e-10	50.8	47.1	51		Aspergillus	Aspergillus oryzae (Yellow koji mold)	UniProt
SRR23872596.1453905	A0A0P9CMX4	AlkB	6.9799999999999995e-25	93.2	82.7	52		Alicyclobacillus	Alicyclobacillus ferrooxydans	UniProt
SRR23872596.1456359	A0A829YCE4	Cutinase_like	8.38e-12	56.6	52.0	50		Steroidobacter	Steroidobacter agaridevorans	UniProt
SRR23872596.1457225	A0AAN5C2R9	Cutinase_like	7.25e-13	59.7	53.8	52		Aspergillus	Aspergillus oryzae (Yellow koji mold)	UniProt
SRR23872596.1457683	A0A0M8PKR8	AlkB	1.72e-09	50.1	38.0	50		Rhodococcus	Rhodococcus rhodochrous KG-21	UniProt
SRR23872596.1457771	A0A508SWH9	MHETase_like	4.51e-12	57.4	47.1	51		Bradyrhizobium	Bradyrhizobium ivorense	UniProt
SRR23872596.1458029	A0A9W9D218	Cutinase_like	8.42e-06	39.7	42.4	59		Gnomoniopsis	Gnomoniopsis smithogilvyi	UniProt
SRR23872596.1458048	A0A0M8PKR8	AlkB	2.35e-09	49.7	38.0	50		Rhodococcus	Rhodococcus rhodochrous KG-21	UniProt
SRR23872596.1459084	A0A246I4W1	AlkB	7.49e-15	65.1	54.9	51		Stenotrophomonas	Stenotrophomonas maltophilia (Pseudomonas maltophilia) (Xanthomonas maltophilia)	UniProt
SRR23872596.1460641	A0ABM8C2J5	AlkB	6.169999999999999e-23	87.0	82.7	52		Massilia	Massilia varians	UniProt
SRR23872596.1462521	A0A100ZZT5	AlkB	1.11e-14	64.7	53.8	52		Mycobacterium	Mycobacterium lehmannii	UniProt
SRR23872596.1463263	A0AAN5C2R9	Cutinase_like	3.8e-07	43.5	45.1	51		Aspergillus	Aspergillus oryzae (Yellow koji mold)	UniProt
SRR23872596.1465360	A0A0V8IPE0	AlkB	2.7899999999999998e-24	90.9	81.1	53		Pseudarthrobacter	Pseudarthrobacter enclensis	UniProt
SRR23872596.1469318	A0A517L0X3	Cutinase_like	2.65e-10	52.4	46.0	50		Venturia	Venturia effusa	UniProt
SRR23872596.1470209	A0A975NVV5	AlkB	3.33e-29	101.0	86.5	52		Bradyrhizobium	Bradyrhizobium sediminis	UniProt
SRR23872596.1474351	A0A164J077	AlkB	7.52e-17	70.9	58.8	51		Nocardia	Nocardia terpenica	UniProt
SRR23872596.1475076	A0ABW3HCW7	AlkB	2.49e-06	41.2	46.4	56		Paraperlucidibaca	Paraperlucidibaca wandonensis	UniProt
SRR23872596.1479704	A0ABR7MBV8	AlkB	8.6e-18	73.6	57.7	52		Flavihumibacter	Flavihumibacter stibioxidans	UniProt
SRR23872596.1481825	G1C7H9	AlkB	7.78e-30	106.0	88.7	53		Alcanivorax	Alcanivorax hongdengensis	UniProt
SRR23872596.1487016	A0ABY6Y3A1	AlkB	2.2e-26	96.3	80.8	52		Burkholderia	Burkholderia aenigmatica	UniProt
SRR23872596.1487935	A0A1V9A173	AlkB	6.24e-20	79.0	70.0	50		Saccharomonospora	Saccharomonospora piscinae	UniProt
SRR23872596.1488128	A0ABY6Y3A1	AlkB	5.78e-27	97.8	82.7	52		Burkholderia	Burkholderia aenigmatica	UniProt
SRR23872596.1490635	A0ABR5H5Q7	AlkB	2.19e-08	47.0	46.2	52		Methylobacterium	Methylobacterium indicum	UniProt
SRR23872596.1494255	A0A6A6HWM3	Cutinase_like	3.19e-12	57.8	48.1	52		Trematosphaeria	Trematosphaeria pertusa	UniProt
SRR23872596.1495961	A0A1H9GAM6	AlkB	5.73e-33	114.0	96.2	52		Solimonas	Solimonas aquatica	UniProt
SRR23872596.1502263	A0A922NQS1	Cutinase_like	3.27e-09	49.3	51.0	51		Pyrenophora	Pyrenophora tritici-repentis	UniProt
SRR23872596.1503049	A0A538SMW8	Cutinase_like	1.84e-18	73.6	68.6	51		Eiseniibacteriota	Eiseniibacteriota bacterium	UniProt
SRR23872596.1508293	A9CMS7	AlkB	3.68e-13	60.5	56.9	51		Gordonia	Gordonia sp. TF6	UniProt
SRR23872596.1511035	A9CMS7	AlkB	1.81e-18	75.5	68.6	51		Gordonia	Gordonia sp. TF6	UniProt
SRR23872596.1511826	A0AAN5C2R9	Cutinase_like	4.03e-08	46.2	42.3	52		Aspergillus	Aspergillus oryzae (Yellow koji mold)	UniProt
SRR23872596.1512804	A0AAN5C2R9	Cutinase_like	4.03e-08	46.2	42.3	52		Aspergillus	Aspergillus oryzae (Yellow koji mold)	UniProt
SRR23872596.1514940	A0ABU2E3P5	MHETase_like	6.08e-09	48.5	51.9	54		Burkholderia	Burkholderia pseudomultivorans	UniProt
SRR23872596.1516874	A0A2S6NMM9	AlkB	1.14e-14	64.7	52.8	53		Rhodopila	Rhodopila globiformis (Rhodopseudomonas globiformis)	UniProt
SRR23872596.1517154	A0A1B1UJ32	AlkB	7.04e-10	51.2	48.1	54		Bradyrhizobium	Bradyrhizobium icense	UniProt
SRR23872596.1517652	A0AAN5C2R9	Cutinase_like	4.98e-10	51.6	44.2	52		Aspergillus	Aspergillus oryzae (Yellow koji mold)	UniProt
